# 简拼索引（自动生成，改词库后重跑 scripts/gen-jianpin-index.py）
# 格式：编码	词	权重
bbrd	比别人都	100
bbrfx	被别人发现	100
bbrg	不必入宫	100
bbrhr	不比任何人	100
bbrj	必备软件	3535
bbrj	报表软件	147
bbrj	不步人脚	1
bbrkzyl	不把人看在眼里	100
bbrl	把臂入林	100
bbrlz	八宝肉辣子	2
bbrqf	被别人欺负	100
bbrs	奔波如梭	100
bbrshd	兵败如山倒	1795
bbrszhl	巴比如萨猪鹿	1
bbrw	并不认为	10165
bbry	并不容易	21585
bbry	被捕入狱	4065
bbry	彪炳日月	100
bbrzhsh	不被人重视	100
bbs	并不算	20400
bbs	不变色	4965
bbs	并伴随	3810
bbs	把比赛	1600
bbs	不伴随	215
bbs	比比赛	160
bbs	巴博萨	136
bbs	宝宝锁	100
bbs	变白色	100
bbs	胞壁酸	16
bbsb	八八三八	100
bbsb	八八四八	100
bbsbn	八八三八年	100
bbsbn	八八四八年	100
bbsch	奔播四出	1
bbsf	苯并噻吩	100
bbsf	遍布四方	100
bbsh	并不是	500370
bbsh	并表示	40280
bbsh	比不上	39625
bbsh	蚌埠市	20000
bbsh	摆摆手	12175
bbsh	步兵师	8180
bbsh	不必说	5480
bbsh	帮不上	5350
bbsh	八宝山	4805
bbsh	百八十	4135
bbsh	被不少	2415
bbsh	被捕时	2140
bbsh	标本室	1760
bbsh	不便说	1111
bbsh	不变式	837
bbsh	报不上	725
bbsh	被保释	355
bbsh	不冰手	163
bbsh	八步沙	112
bbsh	不变身	101
bbshbf	不帮是本分	187
bbshbl	宝宝生病了	100
bbshbshq	蚌埠市蚌山区	1
bbshc	彪炳史册	1235
bbshc	宝贝收藏	100
bbshch	抱病上场	100
bbshch	并不擅长	100
bbshd	卑鄙手段	1235
bbshd	别不舍得	100
bbshdt	八宝山地铁	40
bbshf	并不十分	18655
bbshf	辨别是非	4225
bbshf	不辨是非	565
bbshg	百八十个	833
bbshg	爸爸说过	100
bbshg	八宝参糕	1
bbshgmgm	八宝山革命公墓	100
bbshh	并不适合	15165
bbshh	百八十号	833
bbshh	不避水火	12
bbshh	半壁山河	7
bbshhd	别不识好歹	100
bbshhlj	并不是很了解	100
bbshhshq	蚌埠市淮上区	1
bbshhw	倍半水合物	100
bbshhyx	蚌埠市怀远县	1
bbshhyzh	并不是很严重	100
bbshj	勃勃生机	13550
bbshj	版本升级	4609
bbshj	并不涉及	122
bbshj	芭比世界	100
bbshj	宝宝视觉	100
bbshj	宝宝睡觉	100
bbshj	不便深讲	100
bbshj	八棒十枷	1
bbshjgd	遍布世界各地	100
bbshjq	报表设计器	336
bbshjsh	宝宝睡觉时	100
bbshjy	报表数据源	180
bbshl	被逼上了	56640
bbshl	兵部侍郎	2220
bbshl	比不上了	100
bbshlgzj	把悲伤留给自己	780
bbshlh	步步生莲花	16
bbshlzhq	蚌埠市龙子湖区	1
bbshm	帮不上忙	3535
bbshm	版本说明	1815
bbshm	不辨菽麦	100
bbshmn	毕比氏毛鲶	1
bbshmxw	不抱什么希望	100
bbshmykn	并不是没有可能	100
bbshn	百八十年	100
bbshn	布被十年	100
bbshn	碧波神女	1
bbshp	巴比松画派	230
bbshp	版本适配	147
bbshp	波波视频	100
bbshq	搬不上去	100
bbshr	步步深入	1920
bbshr	百八十人	833
bbshrkl	爸爸生日快乐	100
bbshrkl	宝贝生日快乐	100
bbshs	布帛菽粟	100
bbshs	不辨菽粟	1
bbshsh	颁布实施	27105
bbshsh	兵部尚书	7440
bbshsh	巴别十书	100
bbshsh	白白瘦瘦	100
bbshshdr	兵部尚书大人	100
bbshshm	爸爸是什么	100
bbshshm	并不是什么	100
bbshshmm	帮不上什么忙	100
bbshsht	八宝瘦身汤	1
bbsht	不便水土	1
bbshtj	别不识抬举	100
bbshw	并不是我	7160
bbshw	蚌埠市委	1
bbshwy	不悲身无衣	1
bbshwytk	被不少网友调侃	100
bbshx	补办手续	5875
bbshx	颁布施行	100
bbshx	保阪尚希	1
bbshy	百不失一	100
bbshy	并不适用	100
bbshy	并不属于	63
bbshyg	并不是一个	100
bbshyhq	蚌埠市禹会区	1
bbshyy	并不适用于	100
bbshz	并不是在	100
bbshzh	宝宝生长	100
bbshzh	八宝膳粥	3
bbshzh	蚌病生珠	1
bbshzhf	蚌埠市政府	1
bbshzhfy	宝宝生长发育	100
bbshzhh	宝宝睡着后	100
bbshzhj	并不是直接	100
bbshzhl	宝宝睡着了	100
bbshzhy	并不是这样	100
bbsj	八八三九	100
bbsj	八八四九	100
bbsjn	八八三九年	100
bbsjn	八八四九年	100
bbsl	八八三〇	100
bbsl	八八三六	100
bbsl	八八四〇	100
bbsl	八八四六	100
bbsl	变白色了	100
bbsln	八八三〇年	100
bbsln	八八三六年	100
bbsln	八八四〇年	100
bbsln	八八四六年	100
bbslrj	笨笨森林日记	5
bbslrzh	笨笨森林日志	5
bbsmdlxn	北部苏门答腊犀牛	1
bbsn	宝贝孙女	425
bbsnl	苯丙酸诺龙	7
bbsp	饽饽四品	41
bbsq	八八三七	100
bbsq	八八四七	100
bbsq	苯并噻嗪	2
bbsqn	八八三七年	100
bbsqn	八八四七年	100
bbss	八八三三	100
bbss	八八三四	100
bbss	八八四三	100
bbss	八八四四	100
bbssh	八百三十	630
bbssh	八百四十	550
bbssh	白白送上	100
bbsshb	八百三十八	20
bbsshb	八百四十八	10
bbsshj	八百四十九	25
bbsshj	八百三十九	10
bbsshl	八百四十六	25
bbsshl	八百三十六	20
bbsshm	并不算什么	100
bbsshq	八百三十七	10
bbsshq	八百四十七	5
bbsshs	八百三十三	10
bbsshs	八百四十四	10
bbsshs	八百四十三	5
bbsshs	八百三十四	1
bbsshw	八百四十万	30
bbsshw	八百三十五	20
bbsshw	八百四十五	20
bbsshw	八百三十万	15
bbsshy	八百四十一	5
bbsshy	八百三十一	1
bbssn	八八三三年	100
bbssn	八八三四年	100
bbssn	八八四三年	100
bbssn	八八四四年	100
bbsw	八八三五	100
bbsw	八八四五	100
bbswn	八八三五年	100
bbswn	八八四五年	100
bbsx	别不死心	100
bbsx	白璧三献	1
bbsy	八八三一	100
bbsy	八八四一	100
bbsy	拔本塞源	100
bbsy	拔本塞原	3
bbsyn	八八三一年	100
bbsyn	八八四一年	100
bbsz	宝贝孙子	440
bbt	并把它	16375
bbt	并不太	15170
bbt	半边天	12950
bbt	棒棒糖	11920
bbt	把不同	6175
bbt	蹦蹦跳	4385
bbt	巴比妥	3715
bbt	并把他	3405
bbt	步兵团	3325
bbt	巴别塔	2445
bbt	不表态	1790
bbt	帮帮他	1105
bbt	拨不通	465
bbt	巴比特	445
bbt	波波糖	353
bbt	摆摆头	260
bbt	巴巴塔	193
bbt	八百天	106
bbt	八胞胎	100
bbt	八倍体	100
bbtb	帮帮他吧	100
bbtch	并不突出	3200
bbtd	并不太多	100
bbtd	八宝兔丁	12
bbth	不避汤火	1
bbthj	巴比特合金	100
bbthy	百步亭花园	745
bbtj	必备条件	17550
bbtj	报表统计	409
bbtj	秉笔太监	340
bbtj	碧波田鸡	4
bbtk	必备条款	2845
bbtkxy	蚌埠坦克学院	325
bbtl	不必逃了	100
bbtl	班布特罗	6
bbtnzh	苯丙酮尿症	528
bbtshn	爆爆头水牛	100
bbtsn	倍半碳酸钠	27
bbtsy	巴比妥酸盐	85
bbtt	蹦蹦跳跳	7760
bbtt	百般挑剔	980
bbtw	不暴天物	100
bbtx	本报通讯	1405
bbtx	并不通行	100
bbty	并不通用	1830
bbty	并不同意	100
bbtyjzh	本报特约记者	1355
bbtz	白板天子	100
bbtz	八宝甜粽	1
bbtzh	版本调整	100
bbtzh	宝宝体重	100
bbtzh	标本同治	100
bbtzhj	不必太着急	100
bbw	北部湾	21740
bbw	帮帮我	14455
bbw	别逼我	3333
bbw	八部委	3235
bbw	八百万	2130
bbw	被包围	2030
bbw	爸爸问	1175
bbw	被掰弯	1111
bbw	半包围	530
bbw	不变味	118
bbw	办不完	100
bbw	宝宝碗	100
bbw	保宝网	100
bbw	抱抱我	100
bbw	包被窝	100
bbw	冰冰袜	100
bbw	不帮我	93
bbw	邦邦网	47
bbw	兵部洼	8
bbwb	帮帮我吧	3050
bbwb	八八五八	100
bbwbn	八八五八年	100
bbwc	白璧无疵	100
bbwch	卑鄙无耻	4380
bbwch	卑鄙龌龊	345
bbwd	百不为多	176
bbwd	办不完的	100
bbwdq	北部湾地区	100
bbwdwd	鲍勃·伍德沃德	100
bbwf	奔波往返	100
bbwfzyl	不把我放在眼里	100
bbwg	并不为过	3780
bbwh	百宝万货	1
bbwht	兵部洼胡同	35
bbwhy	北部湾海域	380
bbwj	报表文件	855
bbwj	巴巴万加	100
bbwj	八八五九	100
bbwj	八拜为交	8
bbwjg	半包围结构	101
bbwjh	别逼我结婚	100
bbwjn	八八五九年	100
bbwl	八八五〇	100
bbwl	八八五六	100
bbwl	帮帮我了	100
bbwl	被包围了	100
bbwl	背不完了	100
bbwl	不必我了	100
bbwl	百般无赖	9
bbwl	贝宝网络	1
bbwln	八八五〇年	100
bbwln	八八五六年	100
bbwlwx	北部湾拉伪蝎	1
bbwn	百般无奈	1450
bbwn	被逼无奈	100
bbwn	百般为难	75
bbwnl	被逼无奈了	100
bbwq	并不完全	19965
bbwq	碧波万顷	2085
bbwq	八八五七	100
bbwq	波波维奇	100
bbwq	布被瓦器	1
bbwqd	百步无轻担	100
bbwqn	八八五七年	100
bbwr	兵不污刃	1
bbws	八八五三	100
bbws	八八五四	100
bbwsh	八百五十	810
bbwshb	八百五十八	5
bbwshj	八百五十九	5
bbwshl	八百五十六	25
bbwshq	八百五十七	10
bbwshs	八百五十四	40
bbwshs	八百五十三	10
bbwshw	八百五十万	80
bbwshw	八百五十五	15
bbwshy	八百五十一	15
bbwsn	八八五三年	100
bbwsn	八八五四年	100
bbwt	背包问题	3997
bbww	芭比娃娃	7915
bbww	病病歪歪	315
bbww	八八五五	100
bbww	不必为我	100
bbwwcx	不必为我操心	100
bbwwn	八八五五年	100
bbwx	白璧无瑕	630
bbwx	白璧微瑕	315
bbwx	步步为陷	156
bbwy	步步为营	8950
bbwy	八八五一	100
bbwyh	北部湾银行	100
bbwyn	八八五一年	100
bbwzh	彬彬文质	1
bbx	本报讯	202010
bbx	并不想	17040
bbx	百宝箱	16920
bbx	不变形	12410
bbx	并不像	2804
bbx	被剥削	2755
bbx	本不想	2220
bbx	博白县	2150
bbx	不变性	1930
bbx	笨笨熊	1875
bbx	不保险	1860
bbx	八边形	875
bbx	抱抱熊	680
bbx	摆不下	440
bbx	边坝县	385
bbx	蹦蹦戏	220
bbx	不避嫌	195
bbx	不补习	164
bbx	坝坝席	118
bbx	变把戏	115
bbxb	报补习班	142
bbxb	百变校巴	100
bbxbzh	八边形标志	139
bbxd	拜把兄弟	720
bbxf	百变小飞	100
bbxf	把保险费	68
bbxg	并不相关	595
bbxg	卑不学恭	100
bbxg	宝贝心肝	85
bbxh	并不喜欢	8805
bbxhnd	白斑小褐弄蝶	1
bbxj	百变星君	1245
bbxj	版本陷阱	107
bbxj	卑鄙行径	100
bbxjj	被剥削阶级	100
bbxkl	爸爸辛苦了	100
bbxkywl	百遍相看意未阑	1
bbxl	爸爸笑了	100
bbxl	办不下来	100
bbxl	被剥削了	100
bbxl	背不下来	100
bbxl	北宝兴路	29
bbxlk	宝宝心里苦	100
bbxmdk	把冰箱门打开	100
bbxmgsh	把冰箱门关上	100
bbxmtn	白斑肖墨天牛	1
bbxn	别不信呐	100
bbxq	北部新区	4900
bbxq	背不下去	100
bbxq	本部校区	100
bbxq	编不下去	100
bbxq	把臂徐去	1
bbxr	被保险人	194820
bbxr	卑鄙小人	2335
bbxr	版本削弱	100
bbxr	暴不肖人	1
bbxs	爆保险丝	160
bbxsh	并不相识	920
bbxsh	并不悬殊	100
bbxsh	波波先生	100
bbxt	并不相同	8320
bbxt	报表系统	2780
bbxt	并不相通	1212
bbxt	背包系统	100
bbxw	并不希望	112
bbxw	不抱希望	100
bbxw	步兵校尉	100
bbxww	蚌埠新闻网	1
bbxx	版本信息	17899
bbxx	并不相信	2980
bbxx	步兵学校	100
bbxx	步步小心	100
bbxx	步步行凶	100
bbxy	并不需要	36215
bbxy	并不想要	100
bbxy	并不逊于	100
bbxy	不辨贤愚	100
bbxy	蚌埠学院	1
bbxyhchx	不辨仙源何处寻	5
bbxz	碧波仙子	106
bbxzdch	不比现在的差	1180
bbxzh	被剥削者	410
bbxzh	败不旋踵	100
bbxzhd	并不想知道	100
bbxzhy	并不想这样	100
bby	不必要	16400
bby	北冰洋	7095
bby	奔波于	6930
bby	八百元	3400
bby	并不愿	2190
bby	步兵营	1900
bby	巴布亚	1075
bby	不必因	1060
bby	八宝鸭	904
bby	爸爸呀	865
bby	并不易	775
bby	颁布于	555
bby	不包邮	515
bby	巴巴羊	197
bby	避避雨	197
bby	冰冰羊	182
bby	冰雹雨	156
bby	八百亿	147
bby	棒棒鸭	135
bby	八比一	100
bbyb	八八一八	100
bbyb	不逼一逼	100
bbybn	八八一八年	100
bbybn	不逼一逼你	100
bbybzj	不逼一逼自己	100
bbyc	不必隐藏	100
bbyc	百不一存	1
bbych	不辨妍媸	100
bbycwmz	并不以此为满足	180
bbyd	并不一定	42865
bbyd	巴布亚岛	100
bbyd	不必要的	100
bbyd	不必要地	100
bbyd	褒贬予夺	2
bbyd	百不一贷	1
bbydchx	不必要的出行	100
bbydg	霸必有大国	2
bbydlx	不必要的旅行	100
bbyg	八宝油糕	13
bbyg	八宝鸭羹	1
bbygxh	巴布亚沟鰕虎	1
bbygxhy	巴布亚沟鰕虎鱼	1
bbyhk	补办银行卡	100
bbyhx	巴布延海峡	15
bbyj	八八一九	100
bbyj	兵不由将	5
bbyj	八百姻娇	1
bbyj	巴比亚鲸	1
bbyjn	八八一九年	100
bbyk	斑豹一窥	100
bbyl	彬彬有礼	16705
bbyl	八八一〇	100
bbyl	八八一六	100
bbyl	巴巴亚罗	15
bbyln	八八一〇年	100
bbyln	八八一六年	100
bbym	不拔一毛	2
bbymtyy	巴布亚毛腿夜鹰	1
bbyn	巴布亚纽	100
bbynjny	巴布亚纽几内亚	100
bbynr	峇峇与娘惹	1
bbypmsh	豹斑硬皮猫鲨	1
bbyq	报表引擎	222
bbyq	八八一七	100
bbyq	兵不厌权	1
bbyqd	巴布延群岛	123
bbyqn	八八一七年	100
bbyr	百般妖娆	100
bbys	八八一三	100
bbys	八八一四	100
bbys	必本于思	2
bbysh	八百一十	470
bbysh	巴布亚省	100
bbysh	百不一失	1
bbysh	百不一爽	1
bbyshb	八百一十八	15
bbyshj	八百一十九	10
bbyshl	八百一十六	10
bbyshq	八百一十七	15
bbyshs	八百一十三	10
bbyshs	八百一十四	10
bbyshw	八百一十万	45
bbyshw	八百一十五	5
bbyshy	八百一十一	1
bbysn	八八一三年	100
bbysn	八八一四年	100
bbyt	包饼油条	5
bbyw	并不意味	6615
bbyw	八八一五	100
bbyw	斑背燕尾	1
bbywn	八八一五年	100
bbywzh	并不意味着	100
bbyx	不被允许	3055
bbyx	不必言谢	1180
bbyx	帮补一下	100
bbyx	并不影响	100
bbyx	报备一下	65
bbyxjny	巴布亚新几内亚	4050
bbyxy	蚌埠医学院	1
bbyy	白坂有以	6666
bbyy	八八一一	100
bbyy	摆摆摇摇	100
bbyy	百不一遇	100
bbyy	报表语言	100
bbyy	八宝野鸭	44
bbyy	病病殃殃	5
bbyy	八宝眼药	1
bbyy	百不有一	1
bbyy	褒贬扬抑	1
bbyy	本本源源	1
bbyyn	八八一一年	100
bbyzh	并不一致	6315
bbyzh	兵不厌诈	1530
bbyzh	并不严重	100
bbz	并不在	19335
bbz	半辈子	5245
bbz	背包族	2515
bbz	八辈子	2105
bbz	包庇罪	1200
bbz	拜把子	1155
bbz	被抱走	222
bbz	被暴揍	111
bbz	八八子	100
bbz	八百字	100
bbz	白鼻子	100
bbz	百不咋	100
bbz	半彪子	100
bbz	被搬走	100
bbz	奔奔族	100
bbz	不必再	100
bbz	便步走	70
bbz	扁脖子	2
bbzb	不变资本	1665
bbzc	并不在此	100
bbzd	卑不足道	100
bbzd	避不作答	100
bbzd	不必再等	100
bbzh	并保证	43180
bbzh	不保证	36010
bbzh	八宝粥	10044
bbzh	备不住	9999
bbzh	保不住	7925
bbzh	并不在乎	6725
bbzh	并编制	5465
bbzh	不变质	4335
bbzh	不标准	3350
bbzh	憋不住	3285
bbzh	并不重	2605
bbzh	白板纸	2585
bbzh	并不止	2485
bbzh	遍布着	1985
bbzh	包不住	1975
bbzh	八不准	1860
bbzh	保不准	1855
bbzh	卑鄙者	1530
bbzh	被逼着	1215
bbzh	奔波着	1155
bbzhbj	便不知不觉	100
bbzhc	豹变之才	100
bbzhc	不拔之策	1
bbzhch	不便之处	7840
bbzhch	步兵战车	2510
bbzhch	并不支持	100
bbzhd	并不知道	45525
bbzhd	并不值得	3110
bbzhd	报表制度	2225
bbzhd	不标准的	1965
bbzhd	不败之地	158
bbzhd	宝宝长大	100
bbzhd	包保制度	100
bbzhd	报备制度	100
bbzhd	本不值得	100
bbzhd	憋不住的	10
bbzhd	憋不住地	1
bbzhdchd	并不值得称道	100
bbzhdh	宝宝长大后	100
bbzhdshy	并不值得使用	100
bbzhdy	并不值得用	100
bbzhf	不变之法	5
bbzhfz	宝宝长痱子	100
bbzhg	遍布整个	1840
bbzhg	宝宝长高	100
bbzhh	八百诸侯	225
bbzhh	包不住火	100
bbzhh	备不住还	3
bbzhh	憋不住话	3
bbzhj	辨别真假	2415
bbzhj	不必着急	1355
bbzhj	不辨真假	780
bbzhj	八拜之交	525
bbzhj	八拜至交	111
bbzhj	把臂之交	100
bbzhj	败兵折将	100
bbzhj	并不着急	100
bbzhj	并不震惊	100
bbzhj	不拔之基	1
bbzhjj	报表中间件	3
bbzhk	北奔重卡	100
bbzhl	憋不住了	3475
bbzhl	坂本真绫	390
bbzhl	绷不住了	310
bbzhl	半臂之劳	100
bbzhl	半臂之力	100
bbzhl	半波整流	100
bbzhl	绷不住脸	70
bbzhlq	半波整流器	100
bbzhm	百般折磨	440
bbzhn	憋不住尿	130
bbzhn	保不住你	100
bbzhq	憋不住气	240
bbzhq	北奔重汽	100
bbzhq	波布政权	100
bbzhq	闭不住气	1
bbzhr	被保证人	3770
bbzhs	变胞藻黄素	1
bbzhsh	八百壮士	765
bbzhsh	秉笔直书	665
bbzhsh	并不重视	100
bbzhsh	不被重视	100
bbzhsh	憋不住时	85
bbzhsh	北鄙之声	1
bbzhsh	不宾之士	1
bbzhshq	八宝庄社区	1
bbzht	蹦蹦直跳	100
bbzht	保不住他	60
bbzhw	不辨真伪	710
bbzhwyy	白背针尾雨燕	1
bbzhx	憋不住想	75
bbzhx	憋不住笑	45
bbzhx	碧波中学	5
bbzhxh	臂斑植鰕虎	1
bbzhy	本本主义	2545
bbzhy	不白之冤	2445
bbzhy	不必这样	1100
bbzhy	半闭着眼	100
bbzhy	宝宝长牙	100
bbzhy	蚌埠中院	100
bbzhy	并不重要	100
bbzhy	北鄙之音	1
bbzhyj	半闭着眼睛	100
bbzhz	报表制作	241
bbzhzh	标标致致	100
bbzhzh	标标准准	100
bbzhzh	笔笔直直	15
bbzhzh	白白朱朱	1
bbzhzh	不拔之志	1
bbzhzh	不拔之柱	1
bbzhzj	八宝榛子酱	18
bbzj	被逼自尽	100
bbzj	不必再见	100
bbzj	报表组件	74
bbzl	爸爸走了	100
bbzl	不必再来	100
bbzlsht	不必再来试探	100
bbzm	不避子卯	100
bbzm	编笆造模	1
bbzn	百般阻挠	1495
bbzn	百般责难	6
bbzsh	悲不自胜	275
bbzshj	宝宝在睡觉	100
bbztt	把包子熥熥	123
bbzw	百般滋味	179
bbzy	并不在意	8835
bbzy	不必在意	100
bbzz	八辈祖宗	100
bbzz	炳炳凿凿	1
bbzzh	不被尊重	100
bc	不错	500601
bc	保存	500515
bc	本次	500385
bc	彼此	340690
bc	不曾	120875
bc	板材	116530
bc	并存	95480
bc	并从	92050
bc	报错	74910
bc	白菜	68665
bc	菠菜	64800
bc	版次	53960
bc	表层	53245
bc	北侧	52495
bc	班次	44300
bc	不从	39350
bc	悲惨	30270
bc	本村	30175
bc	博彩	28280
bc	本草	24550
bcb	不错吧	14420
bcb	白菜帮	375
bcb	边擦边	290
bcb	边搓边	155
bcb	边采边	145
bcb	不参保	100
bcb	不错报	87
bcbb	并存不悖	100
bcbbc	不采白不采	90
bcbc	彼此彼此	3000
bcbc	不错不错	100
bcbch	变粗变长	100
bcbch	不次不宠	1
bcbd	变粗变大	100
bcbdjt	斑刺鼻单棘鲀	1
bcbg	半村半郭	3
bcbj	不存不济	100
bcbj	不错不纠	40
bcbjrj	半藏半见人家	1180
bcbk	别踩白块	200
bcbl	半藏半露	95
bcbl	半藏半露	95
bcbl	不错不漏	55
bcbm	不聪不明	20
bcbsh	半村半舍	1
bcbt	半搓半推	1
bcbtch	保存并退出	730
bcbw	半侧半卧	2
bcbx	不粗不细	340
bcbx	不雌不雄	1
bcbxl	保存不下来	100
bcbxwqr	不辞冰雪为卿热	4
bcby	褒词贬用	100
bcby	贬词褒用	100
bcby	变粗变硬	100
bcby	不藏不掖	5
bcby	半猜半疑	1
bcbychhy	贝茨背眼长颌鱼	1
bcbzhgl	白菜被猪拱了	100
bcc	便匆匆	4880
bcc	变粗糙	590
bcc	悲惨惨	100
bcc	白苍苍	30
bcc	巴厝村	2
bcc	北彩村	2
bcch	被刺穿	380
bcch	北操场	123
bcch	白瓷厂	30
bcch	北草厂	1
bcchht	北草厂胡同	3
bcchl	报错处理	168
bcchl	拔萃出类	100
bcchl	拔丛出类	1
bcchnl	菠菜炒牛柳	1
bcchq	拔萃出群	1
bcchshyp	菠菜炒生鱼片	4
bcchz	本次重组	100
bcchzh	彼此成长	100
bcchzlnr	不辞长作岭南人	81
bccjyj	白茨粗角叶甲	1
bcczh	败草残枝	100
bcd	彼此的	85105
bcd	悲惨的	19805
bcd	本辞典	595
bcd	保存点	440
bcd	不存档	201
bcd	不凑单	110
bcd	白菜地	100
bcd	白菜豆	100
bcd	保存的	100
bcd	表参道	100
bcd	不曾到	100
bcd	不错的	100
bcd	北仓道	4
bcdb	不错的吧	100
bcdbd	保存到本地	100
bcdch	本次调查	100
bcdd	保存得当	100
bcdd	彼此懂得	100
bcddf	不错的地方	100
bcdft	白菜豆腐汤	283
bcdfw	本次的服务	100
bcdgd	彼此的观点	100
bcdgsh	悲惨的故事	100
bcdgx	彼此的关系	100
bcdgx	不错的关系	100
bcdh	比惨大会	174
bcdhd	板材的厚度	100
bcdhh	保存得很好	100
bcdht	白菜蛋花汤	1
bcdhy	保存得很呀	100
bcdl	被猜到了	100
bcdl	不错的了	100
bcdqbd	保存当前表单	32
bcdr	菠菜蛋蓉	1
bcdsl	不错的思路	100
bcdw	被裁定为	1026
bcdx	兵挫地削	1
bcdy	本次调研	100
bcdy	不错的呀	100
bcdy	不惭大言	1
bcdym	悲惨的一幕	100
bcdysh	悲惨的一生	100
bcdzhd	彼此都知道	100
bcdzhy	不错的主意	1983
bcdzzh	彼此的尊重	100
bcf	被采访	4115
bcf	八次方	3333
bcf	半残废	195
bcf	步测法	100
bcfgbcq	不曾富贵不曾穷	1
bcfgkfx	本次非公开发行	100
bcfm	百草丰茂	100
bcfq	不曾放弃	100
bcfsh	不曾发生	100
bcfshg	不曾发生过	100
bcfw	本次服务	100
bcfx	本次发行	100
bcfxshsh	本次发行上市	100
bcfy	不测风云	109
bcfzh	被采访者	2430
bcg	不错过	2615
bcg	别错过	100
bcg	白菜沟	2
bcg	白菜狗	1
bcgb	不曾改变	100
bcgg	保存更改	799
bcgg	不曾更改	100
bcgjzhch	博采各家之长	225
bcgm	本草纲目	20740
bcgn	保存功能	1690
bcgs	博彩公司	8050
bcgtyy	白刺盖太阳鱼	2
bcgx	彼此关系	100
bcgz	白菜锅子	21
bch	保持	500960
bch	变成	500403
bch	补充	500385
bch	补偿	332185
bch	编程	326945
bch	并处	285845
bch	不出	241730
bch	不成	196715
bch	播出	187760
bch	奔驰	159175
bch	秉承	135310
bch	不吃	106770
bch	冰川	79970
bch	白痴	78650
bch	班车	74425
bch	报仇	68595
bch	便成	68175
bch	不长	67745
bch	并成	62455
bch	波长	62355
bchb	病床边	2045
bchb	不称霸	1645
bchb	被传播	1155
bchb	边吃边	759
bchb	白痴般	360
bchb	补充版	199
bchb	边唱边	162
bchb	不传播	144
bchb	半重瓣	100
bchb	卑辞厚币	100
bchb	冰川杯	100
bchb	补充兵	100
bchb	不传豹	100
bchb	边查边	72
bchb	保成本	55
bchb	边充边	48
bchb	边吹边	48
bchb	边炒边	42
bchb	边冲边	36
bchb	边吵边	32
bchbb	保持不变	25270
bchbb	把持包办	1
bchbb	半敞半闭	1
bchbbch	不吃白不吃	835
bchbc	不瞅不睬	36
bchbch	包吃包穿	100
bchbch	波长变长	100
bchbd	不长不短	1335
bchbd	把持不定	355
bchbd	半长不短	100
bchbd	半痴不颠	100
bchbd	保持不动	100
bchbd	波长变短	100
bchbd	不冲别的	31
bchbd	半痴半呆	4
bchbd	半痴半癫	2
bchbdyzh	保持步调一致	100
bchbf	补偿办法	2510
bchbf	不茶不饭	100
bchbf	半沉半浮	12
bchbg	边吃边干	100
bchbg	半长半高	5
bchbh	不吃不喝	10610
bchbh	白吃白喝	1590
bchbh	八重宝函	100
bchbh	不吹不黑	100
bchbh	半唱半和	1
bchbj	罢黜百家	1860
bchbj	拔出宝剑	100
bchbj	匕鬯不惊	100
bchbj	鞭长不及	100
bchbj	不出不进	100
bchbj	边吃边加	3
bchbj	半嗔半娇	1
bchbj	边尘不惊	1
bchbjmf	鞭长不及马腹	3
bchbk	边吃边看	610
bchbk	变成冰块	100
bchbk	半痴半狂	1
bchbl	不成比例	6125
bchbl	边吃边聊	2320
bchbl	半搀半搂	3
bchbld	不成比例地	100
bchbm	变长编码	608
bchbm	半痴半迷	1
bchbn	不吵不闹	760
bchbn	半嗔半怒	17
bchbn	半筹不纳	1
bchbq	不成半器	1
bchbr	悖出悖入	1
bchbs	本场比赛	25260
bchbs	半迟半速	1
bchbsh	不吃不睡	2600
bchbsh	边吃边说	152
bchbsh	半唱半说	3
bchbsh	半痴半傻	1
bchbsl	柏臣变色龙	1
bchbt	边吃边谈	1215
bchbt	边唱边跳	760
bchbw	边唱边舞	445
bchbw	边吃边玩	420
